movie_id,movie_title,imdb_url,decade,genres,avg_rating,poster,cast,director,description,keyword
1434,Shooting Fish (1997),http://us.imdb.com/M/title-exact?imdb-title-120122,90s, romance,2.5,https://m.media-amazon.com/images/M/MV5BZDY0Yzk0YTItMDNkNC00MjM2LTk0NTAtZWMwNGZkMDA4Y2Q0XkEyXkFqcGdeQXVyODY0NzcxNw@@..jpg,Rowena Cooper Jez's Teacher-Scott Charles Samuel-Antonia Corrigan Antonia-Myles Anderson Jez - Age 8-Jane Lapotaire Dylan's Headmistress-Harry Ditson IRS Man-Jacob Macoby Dylan - Age 8-Dan Futterman Dylan-Tom Chadbon Mr. Greenaway,Stefan Schwartz,Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.,money con artist scam orphan
1435,"Steal Big, Steal Little (1995)","http://us.imdb.com/M/title-exact?Steal%20Big,%20Steal%20Little%20(1995)",90s, comedy,2.571428571428572,https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@..jpg,Andy Garcia Ruben Partida Martinez /Robert Martin-Alan Arkin Lou Perilli-Rachel Ticotin Laura Martinez-Joe Pantoliano Eddie Agopian-Holland Taylor Mona Rowland-Downey-Ally Walker Bonnie Martin-David Ogden Stiers Judge Winton Myers-Charles Rocket Sheriff Otis-Richard Bradford Nick Zingaro,Andrew Davis,Ruben and Robby are twin brothers,estate twin brother brother brother relationship santa barbara california
1436,Mr. Jones (1993),http://us.imdb.com/M/title-exact?Mr.%20Jones%20(1993),90s, drama romance,2.5,https://m.media-amazon.com/images/M/MV5BMDczYzlhOGUtZGQ1ZS00NTg1LWE4MjEtY2VkNDIzZWQzODZkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Richard Gere Mr. Jones-Lena Olin Libbie-Anne Bancroft Dr. Catherine Holland-Tom Irwin Patrick-Delroy Lindo Howard-Bruce Altman David-Lauren Tom Amanda-Lisa Malkiewicz Susan-Thomas Kopache Mr. Wilson,Mike Figgis,After being arrested during a manic episode,psychiatrist bipolar disorder concert arrest
1437,House Party 3 (1994),http://us.imdb.com/M/title-exact?House%20Party%203%20(1994),90s, comedy,2.0,https://m.media-amazon.com/images/M/MV5BNjIwMTNlZTEtMDk3Yy00NmE2LThjYjYtMmQ3OGI3YTBkOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Christopher Reid Kid (as Kid)-Christopher Martin Play (as Play)-David Edwards Stinky-Angela Means Veda-Tisha Campbell-Martin Sydney (as Tisha Campbell)-Immature Themselves-Ketty Lester Aunt Lucy-Bernie Mac Uncle Vester-Michael Colyar Showboat,Eric Meza,Kid,teensploitation party house party bachelor party
1438,Panther (1995),http://us.imdb.com/M/title-exact?Panther%20(1995),90s, drama,2.4,https://m.media-amazon.com/images/M/MV5BZTI0MDVhY2QtMzdmYy00ZjVmLWFjMTUtNTFmZjUyMzFmZTA4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Kadeem Hardison Judge-Bokeem Woodbine Tyrone-Joe Don Baker Brimmer-Courtney B. Vance Bobby Seale-Tyrin Turner Cy-Marcus Chong Huey Newton-Anthony Griffith Eldridge Cleaver-Bobby Brown Rose-Angela Bassett Dr. Betty Shabazz,Mario Van Peebles,A dramatized account of the story of The Black Panther Party of Self-Defense.,fbi federal bureau of investigation black panthers black panther party racial prejudice
1439,Jason's Lyric (1994),http://us.imdb.com/M/title-exact?Jason's%20Lyric%20(1994),90s, crime drama,3.0,https://m.media-amazon.com/images/M/MV5BYWI3Zjc5ZGYtMDVmOS00MDI3LTlkZjAtODZlM2JhYWFjZjBjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Allen Payne Jason Alexander-Jada Pinkett Smith Lyric (as Jada Pinkett)-Bokeem Woodbine Joshua Alexander-Anthony 'Treach' Criss Alonzo-Eddie Griffin Rat-Suzzanne Douglas Gloria-Lisa Nicole Carson Marti-Lahmard J. Tate Ron-Forest Whitaker Maddog,Doug McHenry,Two brothers,male rear nudity topless female nudity sex scene public nudity
1440,Above the Rim (1994),http://us.imdb.com/M/title-exact?Above%20the%20Rim%20(1994),90s, drama,3.0,https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Duane Martin Kyle Lee Watson-Leon Shep-Tupac Shakur Birdie-David Bailey Rollins-Tonya Pinkins Mailika-Marlon Wayans Bugaloo-Bernie Mac Flip-Byron Minns Monroe-Wood Harris Motaw (as Sherwin David Harris),Jeff Pollack,Story of a promising high school basketball star and his relationships with two brothers,high school african american hood security guard
1441,Moonlight and Valentino (1995),http://us.imdb.com/M/title-exact?Moonlight%20and%20Valentino%20(1995),90s, drama romance,2.571428571428572,https://m.media-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Elizabeth Perkins Rebecca Trager Lott-Whoopi Goldberg Sylvie Morrow-Shadia Simmons Jenny Morrow-Erica Luttrell Drew Morrow-Matthew Koller Alex Morrow-Gwyneth Paltrow Lucy Trager-Kathleen Turner Alberta Russell-Scott Wickware Policeman-Kelli Fox Nurse,David Anspaugh,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,sister sister relationship house painter widow friendship between women
1442,"Scarlet Letter, The (1995)","http://us.imdb.com/M/title-exact?Scarlet%20Letter,%20The%20(1995)",90s, drama,2.4,https://i.imgur.com/9uJtEW6.jpg,"Greg Edwards Sparky Sweets, PhD.",Jared Bauer,No Plot Found.,No keyword found..
1443,8 Seconds (1994),http://us.imdb.com/M/title-exact?8%20Seconds%20(1994),90s, drama,3.75,https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,James Rebhorn Clyde Frost-Cameron Finley Young Lane-Carrie Snodgress Elsie Frost-Dustin Mayfield Teenage Lane-Clyde Frost Couple #1-Elsie Frost Couple #2-Luke Perry Lane Frost-Stephen Baldwin Tuff Hedeman-Red Mitchell Cody Lambert,John G. Avildsen,This movie chronicles the life of Lane Frost,champagne smile bull rider home
1444,That Darn Cat! (1965),http://us.imdb.com/Title?That+Darn+Cat%21+(1965),60s, childrens comedy mystery,2.473684210526316,https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@..jpg,Hayley Mills Patti Randall-Dean Jones Zeke Kelso-Dorothy Provine Ingrid Randall-Roddy McDowall Gregory Benson-Neville Brand Dan-Elsa Lanchester Mrs. MacDougall-William Demarest Mr. MacDougall-Frank Gorshin Iggy-Richard Eastham Supervisor Newton,Robert Stevenson,After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S.,siamese cat kidnapping teenage girl surveillance
1445,Ladybird Ladybird (1994),http://us.imdb.com/M/title-exact?Ladybird%20Ladybird%20(1994),90s, drama,2.75,https://m.media-amazon.com/images/M/MV5BYmQ0YjdkZTYtZWNiMi00ZTM1LTkzMjYtNTJkN2NiNGRhYjRhXkEyXkFqcGdeQXVyNDE0MzQxNjQ@..jpg,Crissy Rock Maggie Conlan-Vladimir Vega Jorge-Sandie Lavelle Mairead-Mauricio Venegas Adrian-Ray Winstone Simon-Clare Perkins Jill-Jason Stracey Sean-Luke Brown Mickey-Lily Farrell Serena,Ken Loach,This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to ...,social service violence unfit mother love
1446,"Bye Bye, Love (1995)","http://us.imdb.com/M/title-exact?Bye%20Bye,%20Love%20(1995)",90s, comedy,3.1333333333333333,https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Matthew Modine Dave-Randy Quaid Vic Damico-Paul Reiser Donny-Janeane Garofalo Lucille-Amy Brenneman Susan-Eliza Dushku Emma-Ed Flanders Walter Sims-Maria Pitillo Kim-Lindsay Crouse Grace Damico,Sam Weisman,A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children,junk food crap poison date
1447,Century (1993),http://us.imdb.com/M/title-exact?Century%20(1993),90s, drama,3.0,https://m.media-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@..jpg,Charles Dance Professor Mandry-Clive Owen Paul Reisner-Miranda Richardson Clara-Robert Stephens Mr. Reisner-Joan Hickson Mrs. Whitweather-Lena Headey Miriam-Neil Stuke Felix-Liza Walker Katie-Joseph Bennett Edwin,Stephen Poliakoff,Paul Reisner,topless female nudity male full rear nudity science doctor
1448,My Favorite Season (1993),http://us.imdb.com/Title?Ma+saison+pr%E9f%E9r%E9e+(1993),90s, drama,3.6666666666666665,https://m.media-amazon.com/images/M/MV5BMTQ0NzE2MzA2NF5BMl5BanBnXkFtZTgwNDc3NTkwMzE@..jpg,Catherine Deneuve Emilie-Daniel Auteuil Antoine-Marthe Villalonga Berthe-Jean-Pierre Bouvier Bruno-Chiara Mastroianni Anne-Carmen Chaplin Khadija-Anthony Prada Lucien-Michèle Moretti La directrice-Jacques Nolot L'homme du cimetière,André Téchiné,Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since,first person title male objectification male rear nudity bare butt
1449,Pather Panchali (1955),http://us.imdb.com/M/title-exact?Pather%20Panchali%20(1955),90s, drama,4.625,https://m.media-amazon.com/images/M/MV5BNDE5YmMxYjEtZjNjNC00NjM2LWE2ZjctOTkyNGMxODRiMGNiXkEyXkFqcGdeQXVyNTgyNTA4MjM@..jpg,"Kanu Bannerjee Harihar Ray (as Kanu Bandyopadhyay)-Karuna Bannerjee Sarbojaya Ray (as Karuna Bandopadhyay)-Chunibala Devi Indir Thakrun-Uma Das Gupta Durga (as Uma Dasgupta)-Subir Banerjee Apu Ray (as Subir Bandopadhyay)-Runki Banerjee Little Durga (as Runki Bandopadhyay)-Reba Devi Seja Thakrun-Aparna Devi Nilmoni's wife-Tulsi Chakraborty Prasanna, school teacher",Satyajit Ray,Impoverished priest Harihar Ray,leaving home first part rural setting family relationships
1450,Golden Earrings (1947),http://us.imdb.com/M/title-exact?Golden%20Earrings%20%281947%29,40s, adventure romance,4.0,https://m.media-amazon.com/images/M/MV5BNDNlMTFmYzktNDJlZi00MDEyLWJiNjctZTNkMjMyN2JhNmFhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Ray Milland Col. Ralph Denistoun-Marlene Dietrich Lydia-Murvyn Vye Zoltan-Bruce Lester Richard Byrd-Dennis Hoey Hoff-Quentin Reynolds Quentin Reynolds - American Journalist-Reinhold Schünzel Prof. Otto Krosigk-Ivan Triesault Maj. Reimann-Hermine Sterler Greta Krosigk,Mitchell Leisen,On the eve of WW2,hairy chest romantic rivalry germany poison gas
1451,Foreign Correspondent (1940),http://us.imdb.com/M/title-exact?Foreign%20Correspondent%20(1940),40s, thriller,3.8666666666666663,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Joel McCrea John Jones-Laraine Day Carol Fisher-Herbert Marshall Stephen Fisher-George Sanders Scott ffolliott-Albert Bassermann Van Meer (as Albert Basserman)-Robert Benchley Stebbins-Edmund Gwenn Rowley-Eduardo Ciannelli Mr. Krug (as Eduardo Cianelli)-Harry Davenport Mr. Powers,Alfred Hitchcock,On the eve of World War II,fuzz pig bacon reporter
1452,Lady of Burlesque (1943),http://us.imdb.com/M/title-exact?Lady%20of%20Burlesque%20(1943),40s, comedy mystery,4.0,https://m.media-amazon.com/images/M/MV5BMDE5ZTRhZjktNzA5ZS00MjVjLWJlNzktMmYyYmY1ODg1NWExXkEyXkFqcGdeQXVyNjA5MTAzODY@..jpg,Barbara Stanwyck Deborah Hoople - aka Dixie Daisy-Michael O'Shea Biff Brannigan-J. Edward Bromberg S.B. Foss-Iris Adrian Gee Gee Graham-Gloria Dickson Dolly Baxter-Victoria Faust Lolita La Verne-Stephanie Bachelor The Princess Nirvena-Charles Dingle Inspector Harrigan-Marion Martin Alice Angel,William A. Wellman,After one member of their group is murdered,romantic rivalry manipulative female female jealousy possessive female
1453,Angel on My Shoulder (1946),http://us.imdb.com/M/title-exact?Angel%20on%20My%20Shoulder%20(1946),40s, crime drama,2.0,https://m.media-amazon.com/images/M/MV5BZDYwZTQzNTgtNTk1NS00YjdkLWFiODUtZjQwN2Q2NGFkNDZmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Paul Muni Eddie Kagle /Judge Frederick Parker-Anne Baxter Barbara Foster-Claude Rains Nick-Onslow Stevens Dr. Matt Higgins-George Cleveland Albert-Erskine Sanford Minister-Marion Martin Mrs. Bentley-Hardie Albright Smiley Williams-James Flavin Bellamy,Archie Mayo,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,devil gangster hell love
1454,Angel and the Badman (1947),http://us.imdb.com/M/title-exact?Angel%20and%20the%20Badman%20(1947),40s, western,3.0,https://m.media-amazon.com/images/M/MV5BYWI1NzdhYTMtZGE2ZS00ZjJjLThmZWQtNjY4ODcxNWM2YjQ3XkEyXkFqcGdeQXVyMTI1NDQ4NQ@@..jpg,John Wayne Quirt Evans-Gail Russell Penelope Worth-Harry Carey Marshal Wistful McClintock-Bruce Cabot Laredo Stevens-Irene Rich Mrs. Worth-Lee Dixon Randy McCall-Stephen Grant Johnny Worth-Tom Powers Dr. Mangram-Paul Hurst Frederick Carson,James Edward Grant,Quirt Evans,horse drawn wagon reference to wyatt earp laudenum cynic
1455,"Outlaw, The (1943)","http://us.imdb.com/M/title-exact?Outlaw,%20The%20(1943)",40s, western,2.5,https://m.media-amazon.com/images/M/MV5BZjRkYTZmYWQtODI5Ni00ZDQ2LWI4NDUtMmVhMTQ1YzgzZGZlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@..jpg,Jack Buetel Billy the Kid (as Jack Beutel)-Jane Russell Rio McDonald-Thomas Mitchell Pat Garrett-Walter Huston Doc Holliday-Mimi Aguglia Guadalupe-Joe Sawyer Charley Woodruff-Gene Rizzi Stranger who draws on The Kid,Howard Hughes,Western legends Pat Garrett,gunfighter new mexico territory apache territory apache indian
1456,Beat the Devil (1954),http://us.imdb.com/M/title-exact?Beat%20the%20Devil%20(1954),50s, comedy drama,3.7142857142857135,https://m.media-amazon.com/images/M/MV5BMjA2MDUyMzcxMl5BMl5BanBnXkFtZTgwOTQzNzYzMjE@..jpg,Humphrey Bogart Billy Dannreuther-Jennifer Jones Mrs. Gwendolen Chelm-Gina Lollobrigida Maria Dannreuther-Robert Morley Peterson-Peter Lorre Julius O'Hara-Edward Underdown Harry Chelm-Ivor Barnard Maj. Jack Ross-Marco Tulli Ravello-Bernard Lee Insp. Jack Clayton,John Huston,On their way to Africa are a group of rogues who hope to get rich there,con artist husband wife relationship british east africa north africa
1457,Love Is All There Is (1996),http://us.imdb.com/M/title-exact?Love%20Is%20All%20There%20Is%20(1996),90s, comedy drama,3.0,https://m.media-amazon.com/images/M/MV5BMjA1ODEyMTg3M15BMl5BanBnXkFtZTcwNzgzNzA2NA@@..jpg,Lainie Kazan Sadie-Paul Sorvino Piero-Barbara Carrera Maria-Joseph Bologna Mike-Angelina Jolie Gina-Nathaniel Marston Rosario-Renée Taylor Mona (as Renee Taylor)-William Hickey Monsignor (as Bill Hickey)-Dick Van Patten Dr. Rodino,Joseph Bologna,Romeo & Juliet gets transplanted to the Bronx.,love restaurant f rated shakespeare play
1458,"Damsel in Distress, A (1937)","http://us.imdb.com/M/title-exact?Damsel%20in%20Distress,%20A%20(1937)",30s, comedy musical romance,4.0,https://m.media-amazon.com/images/M/MV5BNjBhYzY1ZWMtZDBjNy00NWI2LTgwNzYtZGEyOWQ5ZWViOGJmXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,Fred Astaire Jerry Halliday-George Burns George-Gracie Allen Gracie-Joan Fontaine Lady Alyce-Reginald Gardiner Keggs-Ray Noble Reggie-Constance Collier Lady Caroline-Montagu Love Lord Marshmorton-Harry Watson Albert,George Stevens,Lady Alyce Marshmorton must marry soon,actress shares first name with character song singer singing
1459,Madame Butterfly (1995),http://us.imdb.com/M/title-exact?Madame%20Butterfly%20(1995),90s, musical,3.571428571428572,https://m.media-amazon.com/images/M/MV5BYTFkMDNjYTItMTE3Ny00NTAwLWIxMWUtMWI4NGQyMjIxNzBkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Ying Huang Cio-Cio-San-Richard Troxell Pinkerton-Ning Liang Suzuki-Richard Cowan Sharpless-Jing Ma Fan Goro-Christopheren Nòmura Prince Yamadori-Constance Hauman Kate Pinkerton-Kusakabe Yo Uncle Bonze-Kamel Touati Uncle Yakusidé,Frédéric Mitterrand,The story of a young geisha who falls madly in love with an american captain that travels all around the world collecting hearts.,suicide love geisha white man asian woman relationship
1460,Sleepover (1995),http://us.imdb.com/M/title-exact?Sleepover%20(1995),90s, comedy drama,3.0,https://m.media-amazon.com/images/M/MV5BMTUzMzY5MDA4M15BMl5BanBnXkFtZTcwNjE4MzAzMQ@@..jpg,Michael Albanese Mark-Evi Allen Brandy-Shannon Barry Anne-Cari Beuchamp Lawnchair Mother-Jeffery Bubisco Jeff-James Capria Ice Cream Vendor-Heather Casey Brooke-Griff Conti Griff-Saj Frieberg Jeoff,John F. Sullivan,Critically acclaimed film from the heyday of American indies,drinking coming of age teenager anger
1461,Here Comes Cookie (1935),http://us.imdb.com/M/title-exact?Here%20Comes%20Cookie%20(1935),30s, comedy,2.0,https://m.media-amazon.com/images/M/MV5BMTJjODI1YjktZDViNi00YzExLTk5NGQtNTQxZjQwZWZhZGI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@..jpg,George Burns George Burns-Gracie Allen Gracie Allen-George Barbier Harrison Allen-Betty Furness Phyllis Allen-Andrew Tombes Botts-Rafael Alcayde Ramon del Ramos (as Rafael Storm)-James Burke Broken-Nose Reilly-Lee Kohlmar Mr. Dingledorp-Milla Davenport Mrs. Dingledorp,Norman Z. McLeod,Alarmed that his younger daughter is about to marry a gold-digger,millionaire gold digger vaudeville penthouse
1462,"Thieves (Voleurs, Les) (1996)","http://us.imdb.com/M/title-exact?Voleurs,%20Les%20(1996)",90s, crime drama romance,3.7142857142857135,https://m.media-amazon.com/images/M/MV5BODFkMjE5YzAtMDFkOC00ZDNhLTkwNmQtODk1Y2VhNThlNWJhXkEyXkFqcGdeQXVyNzY1NDgwNjQ@..jpg,Val Bettin Sultan (voice)-Jim Cummings Razoul (voice)-Gilbert Gottfried Iago (voice)-Linda Larkin Princess Jasmine (voice)-Jerry Orbach Sa'luk (voice)-John Rhys-Davies Cassim (voice)-Scott Weinger Aladdin (voice)-Frank Welker Abu /Rajah /Fazahl (voice)-Robin Williams Genie (voice),Tad Stones,The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding,scene after end credits surprise after end credits aladdin thieves
1463,"Boys, Les (1997)",http://us.imdb.com/M/title-exact?imdb-title-118764,90s, comedy,3.333333333333333,https://m.media-amazon.com/images/M/MV5BMTY1MzAwMTYwNl5BMl5BanBnXkFtZTcwMjI1NzgxMQ@@..jpg,Marc Messier Bob-Rémy Girard Stan-Patrick Huard Ti-Guy-Serge Thériault François-Michel Barrette Roger-Paul Houde Fernand /Voices on radio-Luc Guérin Marcel-Yvan Ponton Jean-Charles-Roc LaFortune Julien,Louis Saia,Ever wanted to know what guys say when they get together? This light- hearted comedy explores the male world through an amateur hockey team. Every male stereotype is analyzed,hockey movie canada alcohol male objectification
1464,"Stars Fell on Henrietta, The (1995)","http://us.imdb.com/Title?Stars+Fell+on+Henrietta,+The+(1995)",90s, drama,2.333333333333333,https://m.media-amazon.com/images/M/MV5BMDZiNjE1MjUtOGY1OS00NzM2LTkyMWItNjdjZmY0NTE2OTFmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Robert Duvall Mr. Cox-Aidan Quinn Don Day-Frances Fisher Cora Day-Brian Dennehy Big Dave McDermot-Lexi Randall Beatric Day (eldest daughter)-Kaytlyn Knowles Pauline Day-Francesca Eastwood Mary Day (as Francesca Ruth Eastwood)-Joe Stevens Big Dave's driver-Billy Bob Thornton Roy,James Keach,A story of desperate search for oil.,family in jeopardy real life mother and daughter play mother and daughter oil field wildcatter old man
1465,Last Summer in the Hamptons (1995),http://us.imdb.com/M/title-exact?Last%20Summer%20in%20the%20Hamptons%20(1995),90s, comedy drama,2.333333333333333,https://m.media-amazon.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@..jpg,Victoria Foyt Oona Hart-Viveca Lindfors Helena Mora-Jon Robin Baitz Jake Axelrod-Savannah Smith Boucher Suzanne (as Savannah Boucher)-Roscoe Lee Browne Freddy-Andre Gregory Ivan Axelrod-Nick Gregory George-Melissa Leo Trish Axelrod-Roddy McDowall Thomas,Henry Jaglom,Filmed entirely on location in East Hampton,long island actress written and directed by cast member death in family
1466,Margaret's Museum (1995),http://us.imdb.com/M/title-exact?Margaret's%20Museum%20(1995),90s, drama,4.0,https://m.media-amazon.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@..jpg,Helena Bonham Carter Margaret MacNeil-Clive Russell Neil Currie-Craig Olejnik Jimmy MacNeil-Kate Nelligan Catherine MacNeil-Kenneth Welsh Angus MacNeil-Andrea Morris Marilyn-Peter Boretski Grandfather Dunald MacNeil-Barrie Dunn Mr. Campbell-Norma Dell'Agnese Mrs. Campbell,Mort Ransen,Margaret MacNiel,alliteration in title two word title name in title female name in title
1467,"Saint of Fort Washington, The (1993)","http://us.imdb.com/M/title-exact?Saint%20of%20Fort%20Washington,%20The%20(1993)",90s, drama,5.0,https://m.media-amazon.com/images/M/MV5BYjU5Y2NiYWMtYmJjZS00ZjJkLWI2YTktNWIzMmRjYzU1ODRkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Danny Glover Jerry-Matt Dillon Matthew-Rick Aviles Rosario-Nina Siemaszko Tamsen-Ving Rhames Little Leroy-Joe Seneca Spits-Harry Ellington Arthur-Ralph Hughes Jason-Bahni Turpin Gloria,Tim Hunter,A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.,photograph camera loss of friend death
1468,"Cure, The (1995)","http://us.imdb.com/M/title-exact?Cure,%20The%20(1995)",90s, drama,3.333333333333333,https://m.media-amazon.com/images/M/MV5BYjIyOGNkNTgtYmM4Mi00NDU4LTgzZTQtYWJlZjUxZjA2NmI4XkEyXkFqcGdeQXVyNTc1NTQxODI@..jpg,Brad Renfro Erik-Aeryk Egan Tyler-Delphine French Tyler's Girlfriend-Mona Powell Tyler's Girlfriend-Andrew Broder Tyler's Buddy-Jeremy Howard Tyler's Buddy #2-Joseph Mazzello Dexter-Annabella Sciorra Linda-Diana Scarwid Gail,Peter Horton,Erik,bare chested male bare chested boy bare chested teenage boy barefoot male
1469,Tom and Huck (1995),http://us.imdb.com/M/title-exact?Tom%20and%20Huck%20(1995),90s, adventure childrens,3.1666666666666665,https://m.media-amazon.com/images/M/MV5BN2ZkZTMxOTAtMzg1Mi00M2U0LWE2NWItZDg4YmQyZjVkMDdhXkEyXkFqcGdeQXVyNTM5NzI0NDY@..jpg,Jonathan Taylor Thomas Tom Sawyer-Brad Renfro Huck Finn-Eric Schweig Injun Joe-Charles Rocket Judge Thatcher-Amy Wright Aunt Polly-Michael McShane Muff Potter-Marian Seldes Widow Douglas-Rachael Leigh Cook Becky Thatcher-Lanny Flaherty Emmett,Peter Hewitt,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,near drowning character names as title forenames as title nicknames as title
1470,Gumby: The Movie (1995),http://us.imdb.com/M/title-exact?Gumby:%20The%20Movie%20(1995),90s, animation childrens,2.6,https://m.media-amazon.com/images/M/MV5BNGY5MjA2MmQtODAwMi00MzMzLTk5MDEtMWFlMzE2OTgwNmIwXkEyXkFqcGdeQXVyNTkxMzEwMzU@..jpg,Dal McKennon Gumby /Claybert /Fatbuckle /Kapp (voice) (as Charles Farrington)-Art Clokey Pokey /Prickle /Gumbo (voice)-Gloria Clokey Goo (voice)-Manny La Carruba Thinbuckle (voice) (as Manny LaCarruba)-Alice Young Ginger (voice)-Janet MacDuff Gumba (voice)-Patti Morse Tara (voice)-Bonnie Rudolph Lowbelly /Farm Lady (voice)-David Ozzie Ahlers Radio Announcer (voice) (as Ozzie Ahlers),Art Clokey,In this offshoot of the 1950s   claymation   cartoon series,dog 1950s claymation based on cult favorite
1471,Hideaway (1995),http://us.imdb.com/M/title-exact?Hideaway%20(1995),90s, thriller,2.4444444444444446,https://m.media-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,Jeff Goldblum Hatch-Christine Lahti Lindsey-Alicia Silverstone Regina-Jeremy Sisto Vassago-Alfred Molina Jonas-Rae Dawn Chong Rose Orwetto-Kenneth Welsh Detective Breech-Suzy Joachim Dr. Kari Dovell-Shirley Broderick Miss Dockridge,Brett Leonard,Hatch gets a special resuscitative medicine after   dying   in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams? ,serial killer psychopath suicide psychic link
1472,"Visitors, The (Visiteurs, Les) (1993)","http://us.imdb.com/M/title-exact?Visiteurs,%20Les%20(1993)",90s, comedy sci-fi,3.5,https://m.media-amazon.com/images/M/MV5BMjc2ODE2OTYtNTgyMS00ZDY1LWJiZjMtNzAxODcyN2VjZjhkXkEyXkFqcGdeQXVyMTY5MDE5NA@@..jpg,"Christian Clavier Jacquouille la Fripouille /Jacquard-Jean Reno Godefroy de Papincourt, Comte de Montmirail-Valérie Lemercier Frénégonde de Pouille /Béatrice de Montmirail-Marie-Anne Chazel Ginette la clocharde-Christian Bujeau Jean-Pierre-Isabelle Nanty Fabienne Morlot-Gérard Séty Edgar Bernay-Didier Pain Louis VI le Gros-Jean-Paul Muel Marechal des Logis Gibon",Jean-Marie Poiré,A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead,year 1123 12th century 20th century trapped in the past
1473,"Little Princess, The (1939)","http://us.imdb.com/M/title-exact?Little%20Princess,%20The%20(1939)",30s, childrens drama,3.555555555555556,https://i.imgur.com/9uJtEW6.jpg,Shirley Temple (archive footage),Manny Velazquez,A mini-documentary about the making of the 1939 classic The Little Princess (1939).,shirley temple world's fair 1939 world war two uk
